season_year,week,matchup,team_code,slot,player_name,nfl_team,position,is_starter
2018,1,1,PCX,WR,DeAndre Hopkins,HOU,WR,True
2018,1,1,PCX,TE,Travis Kelce,KC,TE,True
2018,1,1,PCX,Bench,Dion Lewis,TEN,RB,False
2018,1,1,PCX,RB,Sony Michel,NE,RB,True
2018,1,1,PCX,FLEX,Chris Carson,SEA,RB,True
2018,1,1,PCX,D/ST,Browns D/ST,CLE,D/ST,True
2018,1,1,PCX,QB,Baker Mayfield,CLE,QB,True
2018,1,1,PCX,Bench,Jared Goff,LAR,QB,False
2018,1,1,PCX,Bench,Odell Beckham Jr.,NYG,WR,False
2018,1,1,PCX,RB,Josh Adams,PHI,RB,True
2018,1,1,PCX,K,Ka'imi Fairbairn,HOU,K,True
2018,1,1,PCX,Bench,Justin Jackson,LAC,RB,False
2018,1,1,PCX,Bench,Jets D/ST,NYJ,D/ST,False
2018,1,1,PCX,Bench,John Kelly,LAR,RB,False
2018,1,1,PCX,Bench,Kalen Ballage,MIA,RB,False
2018,1,1,PCX,WR,DaeSean Hamilton,DEN,WR,True
2018,1,1,GFM,WR,Antonio Brown,PIT,WR,True
2018,1,1,GFM,WR,Keenan Allen,LAC,WR,True
2018,1,1,GFM,TE,Zach Ertz,PHI,TE,True
2018,1,1,GFM,RB,Lamar Miller,HOU,RB,True
2018,1,1,GFM,Bench,Alvin Kamara,NO,RB,False
2018,1,1,GFM,QB,Patrick Mahomes,KC,QB,True
2018,1,1,GFM,Bench,Chris Godwin,TB,WR,False
2018,1,1,GFM,Bench,Tarik Cohen,CHI,RB,False
2018,1,1,GFM,FLEX,Kenny Golladay,DET,WR,True
2018,1,1,GFM,RB,James Conner,PIT,RB,True
2018,1,1,GFM,D/ST,Chiefs D/ST,KC,D/ST,True
2018,1,1,GFM,Bench,Lamar Jackson,BAL,QB,False
2018,1,1,GFM,K,Aldrick Rosas,NYG,K,True
2018,1,1,GFM,Bench,Titans D/ST,TEN,D/ST,False
2018,1,1,GFM,Bench,Stevan Ridley,PIT,RB,False
2018,1,1,MXLB,RB,Saquon Barkley,NYG,RB,True
2018,1,1,MXLB,WR,Michael Thomas,NO,WR,True
2018,1,1,MXLB,QB,Aaron Rodgers,GB,QB,True
2018,1,1,MXLB,WR,Larry Fitzgerald,ARI,WR,True
2018,1,1,MXLB,FLEX,Golden Tate,PHI,WR,True
2018,1,1,MXLB,D/ST,Vikings D/ST,MIN,D/ST,True
2018,1,1,MXLB,Bench,Matt Breida,SF,RB,False
2018,1,1,MXLB,Bench,Benjamin Watson,NO,TE,False
2018,1,1,MXLB,Bench,Mitchell Trubisky,CHI,QB,False
2018,1,1,MXLB,Bench,Sterling Shepard,NYG,WR,False
2018,1,1,MXLB,TE,Vance McDonald,PIT,TE,True
2018,1,1,MXLB,Bench,Keke Coutee,HOU,WR,False
2018,1,1,MXLB,K,Jason Myers,NYJ,K,True
2018,1,1,MXLB,Bench,Alfred Blue,HOU,RB,False
2018,1,1,MXLB,RB,Gus Edwards,BAL,RB,True
2018,1,1,MXLB,Bench,LeGarrette Blount,DET,RB,False
2018,1,1,BRIM,RB,Joe Mixon,CIN,RB,True
2018,1,1,BRIM,Bench,Kenyan Drake,MIA,RB,False
2018,1,1,BRIM,Bench,Allen Robinson,CHI,WR,False
2018,1,1,BRIM,TE,Kyle Rudolph,MIN,TE,True
2018,1,1,BRIM,WR,Adam Thielen,MIN,WR,True
2018,1,1,BRIM,QB,Ben Roethlisberger,PIT,QB,True
2018,1,1,BRIM,Bench,Philip Rivers,LAC,QB,False
2018,1,1,BRIM,K,Dan Bailey,MIN,K,True
2018,1,1,BRIM,FLEX,Doug Martin,LV,RB,True
2018,1,1,BRIM,WR,Josh Reynolds,LAR,WR,True
2018,1,1,BRIM,Bench,Rex Burkhead,NE,RB,False
2018,1,1,BRIM,Bench,J.D. McKissic,SEA,RB,False
2018,1,1,BRIM,RB,Damien Williams,KC,RB,True
2018,1,1,BRIM,Bench,Kelvin Benjamin,KC,WR,False
2018,1,1,BRIM,D/ST,Panthers D/ST,CAR,D/ST,True
2018,1,1,BRIM,Bench,Antonio Callaway,CLE,WR,False
2018,1,1,SSS,RB,Jordan Howard,CHI,RB,True
2018,1,1,SSS,WR,T.Y. Hilton,IND,WR,True
2018,1,1,SSS,FLEX,Derrick Henry,TEN,RB,True
2018,1,1,SSS,QB,Kirk Cousins,MIN,QB,True
2018,1,1,SSS,Bench,Sammy Watkins,KC,WR,False
2018,1,1,SSS,Bench,Jordan Reed,WAS,TE,False
2018,1,1,SSS,Bench,Isaiah Crowell,NYJ,RB,False
2018,1,1,SSS,Bench,Taylor Gabriel,CHI,WR,False
2018,1,1,SSS,WR,Tyreek Hill,KC,WR,True
2018,1,1,SSS,RB,Tevin Coleman,ATL,RB,True
2018,1,1,SSS,K,Mason Crosby,GB,K,True
2018,1,1,SSS,Bench,Jalen Richard,LV,RB,False
2018,1,1,SSS,Bench,Courtland Sutton,DEN,WR,False
2018,1,1,SSS,TE,Austin Hooper,ATL,TE,True
2018,1,1,SSS,Bench,Curtis Samuel,CAR,WR,False
2018,1,1,SSS,D/ST,Jaguars D/ST,JAX,D/ST,True
2018,1,1,PITB,RB,Melvin Gordon,LAC,RB,True
2018,1,1,PITB,WR,Julio Jones,ATL,WR,True
2018,1,1,PITB,Bench,Russell Wilson,SEA,QB,False
2018,1,1,PITB,Bench,Rashaad Penny,SEA,RB,False
2018,1,1,PITB,Bench,Michael Crabtree,BAL,WR,False
2018,1,1,PITB,RB,Adrian Peterson,WAS,RB,True
2018,1,1,PITB,Bench,Eagles D/ST,PHI,D/ST,False
2018,1,1,PITB,QB,Matt Ryan,ATL,QB,True
2018,1,1,PITB,Bench,Aaron Jones,GB,RB,False
2018,1,1,PITB,Bench,Giovani Bernard,CIN,RB,False
2018,1,1,PITB,Bench,Graham Gano,CAR,K,False
2018,1,1,PITB,K,Chris Boswell,PIT,K,True
2018,1,1,PITB,FLEX,Danny Amendola,MIA,WR,True
2018,1,1,PITB,D/ST,Cowboys D/ST,DAL,D/ST,True
2018,1,1,PITB,WR,Michael Gallup,DAL,WR,True
2018,1,1,PITB,TE,Ian Thomas,CAR,TE,True
2018,1,1,JAGB,RB,Dalvin Cook,MIN,RB,True
2018,1,1,JAGB,QB,Deshaun Watson,HOU,QB,True
2018,1,1,JAGB,WR,Amari Cooper,DAL,WR,True
2018,1,1,JAGB,TE,Jimmy Graham,GB,TE,True
2018,1,1,JAGB,RB,Marlon Mack,IND,RB,True
2018,1,1,JAGB,WR,Julian Edelman,NE,WR,True
2018,1,1,JAGB,FLEX,Latavius Murray,MIN,RB,True
2018,1,1,JAGB,D/ST,Patriots D/ST,NE,D/ST,True
2018,1,1,JAGB,Bench,DeSean Jackson,TB,WR,False
2018,1,1,JAGB,K,Wil Lutz,NO,K,True
2018,1,1,JAGB,Bench,James White,NE,RB,False
2018,1,1,JAGB,Bench,Duke Johnson Jr.,CLE,RB,False
2018,1,1,JAGB,Bench,Gerald Everett,LAR,TE,False
2018,1,1,JAGB,Bench,Kenneth Dixon,BAL,RB,False
2018,1,1,JAGB,Bench,Seahawks D/ST,SEA,D/ST,False
2018,1,1,JAGB,Bench,Bills D/ST,BUF,D/ST,False
2018,1,1,LNO,Bench,Demaryius Thomas,HOU,WR,False
2018,1,1,LNO,QB,Drew Brees,NO,QB,True
2018,1,1,LNO,TE,George Kittle,SF,TE,True
2018,1,1,LNO,Bench,Dolphins D/ST,MIA,D/ST,False
2018,1,1,LNO,Bench,Frank Gore,MIA,RB,False
2018,1,1,LNO,Bench,Tyler Boyd,CIN,WR,False
2018,1,1,LNO,FLEX,Rob Gronkowski,NE,TE,True
2018,1,1,LNO,Bench,Phillip Lindsay,DEN,RB,False
2018,1,1,LNO,RB,Royce Freeman,DEN,RB,True
2018,1,1,LNO,K,Brett Maher,DAL,K,True
2018,1,1,LNO,WR,Adam Humphries,TB,WR,True
2018,1,1,LNO,Bench,Tre'Quan Smith,NO,WR,False
2018,1,1,LNO,D/ST,Saints D/ST,NO,D/ST,True
2018,1,1,LNO,Bench,T.J. Yeldon,JAX,RB,False
2018,1,1,LNO,WR,David Moore,SEA,WR,True
2018,1,1,LNO,RB,Theo Riddick,DET,RB,True
2018,1,1,CHLK,RB,David Johnson,ARI,RB,True
2018,1,1,CHLK,Bench,LeSean McCoy,BUF,RB,False
2018,1,1,CHLK,WR,Stefon Diggs,MIN,WR,True
2018,1,1,CHLK,WR,JuJu Smith-Schuster,PIT,WR,True
2018,1,1,CHLK,Bench,Brandin Cooks,LAR,WR,False
2018,1,1,CHLK,Bench,Peyton Barber,TB,RB,False
2018,1,1,CHLK,TE,Trey Burton,CHI,TE,True
2018,1,1,CHLK,QB,Andrew Luck,IND,QB,True
2018,1,1,CHLK,K,Harrison Butker,KC,K,True
2018,1,1,CHLK,D/ST,Bears D/ST,CHI,D/ST,True
2018,1,1,CHLK,RB,Elijah McGuire,NYJ,RB,True
2018,1,1,CHLK,Bench,Dak Prescott,DAL,QB,False
2018,1,1,CHLK,FLEX,Jaylen Samuels,PIT,RB,True
2018,1,1,CHLK,Bench,Nick Foles,PHI,QB,False
2018,1,1,CHLK,Bench,Jamaal Williams,GB,RB,False
2018,1,1,CHLK,Bench,Robby Anderson,NYJ,WR,False
2018,1,1,DKEG,WR,Davante Adams,GB,WR,True
2018,1,1,DKEG,QB,Tom Brady,NE,QB,True
2018,1,1,DKEG,RB,Mark Ingram II,NO,RB,True
2018,1,1,DKEG,Bench,Chris Thompson,WAS,RB,False
2018,1,1,DKEG,WR,Robert Woods,LAR,WR,True
2018,1,1,DKEG,D/ST,Rams D/ST,LAR,D/ST,True
2018,1,1,DKEG,RB,Nick Chubb,CLE,RB,True
2018,1,1,DKEG,K,Justin Tucker,BAL,K,True
2018,1,1,DKEG,FLEX,Tyler Lockett,SEA,WR,True
2018,1,1,DKEG,Bench,Spencer Ware,KC,RB,False
2018,1,1,DKEG,Bench,Nyheim Hines,IND,RB,False
2018,1,1,DKEG,Bench,Cameron Brate,TB,TE,False
2018,1,1,DKEG,Bench,Mohamed Sanu,ATL,WR,False
2018,1,1,DKEG,Bench,Colts D/ST,IND,D/ST,False
2018,1,1,DKEG,Bench,Jameis Winston,TB,QB,False
2018,1,1,DKEG,TE,David Njoku,CLE,TE,True
2018,1,1,MRYJ,Bench,Todd Gurley II,LAR,RB,False
2018,1,1,MRYJ,WR,Mike Evans,TB,WR,True
2018,1,1,MRYJ,Bench,Evan Engram,NYG,TE,False
2018,1,1,MRYJ,Bench,Calvin Ridley,ATL,WR,False
2018,1,1,MRYJ,Bench,DJ Moore,CAR,WR,False
2018,1,1,MRYJ,TE,Eric Ebron,IND,TE,True
2018,1,1,MRYJ,K,Greg Zuerlein,LAR,K,True
2018,1,1,MRYJ,RB,Ezekiel Elliott,DAL,RB,True
2018,1,1,MRYJ,D/ST,Broncos D/ST,DEN,D/ST,True
2018,1,1,MRYJ,RB,Jeff Wilson Jr.,SF,RB,True
2018,1,1,MRYJ,Bench,Darren Sproles,PHI,RB,False
2018,1,1,MRYJ,FLEX,Robert Foster,BUF,WR,True
2018,1,1,MRYJ,Bench,Wendell Smallwood,PHI,RB,False
2018,1,1,MRYJ,WR,Mike Williams,LAC,WR,True
2018,1,1,MRYJ,QB,Sam Darnold,NYJ,QB,True
2018,1,1,MRYJ,Bench,Mike Davis,SEA,RB,False
2018,1,1,WZRD,RB,Leonard Fournette,JAX,RB,True
2018,1,1,WZRD,RB,Christian McCaffrey,CAR,RB,True
2018,1,1,WZRD,WR,Doug Baldwin,SEA,WR,True
2018,1,1,WZRD,FLEX,Alshon Jeffery,PHI,WR,True
2018,1,1,WZRD,Bench,Marquise Goodwin,SF,WR,False
2018,1,1,WZRD,WR,Jarvis Landry,CLE,WR,True
2018,1,1,WZRD,Bench,Carson Wentz,PHI,QB,False
2018,1,1,WZRD,Bench,Corey Davis,TEN,WR,False
2018,1,1,WZRD,D/ST,Texans D/ST,HOU,D/ST,True
2018,1,1,WZRD,K,Stephen Gostkowski,NE,K,True
2018,1,1,WZRD,TE,Jared Cook,LV,TE,True
2018,1,1,WZRD,Bench,C.J. Uzomah,CIN,TE,False
2018,1,1,WZRD,Bench,Ryan Succop,TEN,K,False
2018,1,1,WZRD,Bench,Bengals D/ST,CIN,D/ST,False
2018,1,1,WZRD,Bench,Carlos Hyde,JAX,RB,False
2018,1,1,WZRD,QB,Josh Allen,BUF,QB,True
